Shi Taijun;Qiu Wen;30.0
Lin Daiyu;Jia Lian;29.0
You Shi;Jia Lian;29.0
Shi Taijun;Xiang Ling;29.0
Shi Taijun;Xue Pan;28.0
Lai Wang;Wang Xifeng;28.0
Jia Baoyu;Zhao Yiniang;28.0
Ping Er;Yuan Yang;28.0
Jia Zheng;Jia Huan;28.0
Lin Daiyu;Xing Xiuyan;27.0
Ping Er;Lin Daiyu;27.0
Wang Furen;She Yue;27.0
Wang Furen;Jia Lan;27.0
Qiu Wen;She Yue;27.0
Li Wan;Xue Baoqin;27.0
Ping Er;Jia Qiaojie;27.0
Wang Furen;Jia Yuanchun;27.0
Xue Yima;Yuan Yang;26.0
Xue Yima;Xing Furen;26.0
You Shi;Xue Baochai;26.0
Wang Xifeng;Jia Yuanchun;26.0
Jia Zheng;Yuan Yang;26.0
Wang Furen;Zi Juan;26.0
Fang Guan;Xi Ren;26.0
Ming Yan;Jia Baoyu;26.0
Qing Wen;Fang Guan;26.0
Li Wan;Jia Lan;26.0
Qing Wen;Wang Furen;26.0
Li Wan;Yuan Yang;26.0
Wang Xifeng;Jia Huan;26.0
Jia Lan;Jia Zheng;26.0
Wang Furen;Jia Qiaojie;25.0
Shi Xiangyun;Jia Xichun;25.0
Xue Baochai;She Yue;25.0
Wang Xifeng;Xue Baoqin;25.0
Feng Er;Wang Xifeng;25.0
Qing Wen;Xue Baochai;24.0
Xue Baoqin;Jia Tanchun;24.0
Wang Xifeng;Zhao Yiniang;24.0
Qin Keqing;Jia Baoyu;24.0
You Shi;Jia She;24.0
Jia Rong;Xing Furen;24.0
Shi Taijun;Xue Yan;24.0
Wang Xifeng;Qin Keqing;24.0
Lin Daiyu;She Yue;24.0
Lin Daiyu;Xing Furen;24.0
Wang Furen;Zhao Yiniang;24.0
Jia Zheng;Jia Rong;23.0
You Shi;Jia Xichun;23.0
Xue Pan;Xiang Ling;23.0
Shi Taijun;Jia Yun;23.0
Jia Huan;Xing Furen;23.0
Xi Ren;Jia Lian;23.0
Li Wan;Jia Huan;23.0
Shi Taijun;Zhou Ruijiade;23.0
Ying Er;Xi Ren;23.0
You Erjie;Wang Xifeng;23.0
Shi Taijun;Lin Zhixiao;23.0
Zhou Rui;Ping Er;23.0
Wang Xifeng;Jia Yun;23.0
Zhou Rui;Wang Furen;23.0
Jia Yingchun;Xing Furen;22.0
Wang Xifeng;Hu Po;22.0
Lin Zhixiao;Lin Zhixiaojiade;22.0
Xue Yima;Jia Lian;22.0
Hu Po;Jia Baoyu;22.0
Wang Xifeng;Zi Juan;22.0
You Shi;Lin Daiyu;22.0
Lin Zhixiao;Wang Xifeng;22.0
Jia Baoyu;Xing Xiuyan;22.0
Jia Lian;Jia Yun;22.0
Xiao Hong;Wang Xifeng;22.0
Wang Furen;Xue Pan;22.0
Hu Po;Yuan Yang;22.0
Jia Lian;Lai Da;22.0
You Shi;Jia Zheng;22.0
Xue Baochai;Jia Huan;22.0
Wang Furen;Hu Po;21.0
Li Wan;Jia Lian;21.0
You Erjie;Jia Lian;21.0
Xue Baochai;Jia Zhen;21.0
Liu Wuer;Jia Baoyu;21.0
Zhou Ruijiade;Wang Furen;21.0
Jia Xichun;Jia Zheng;21.0
Wang Xifeng;Jia Qiaojie;21.0
Liu Laolao;Wang Furen;21.0
Xue Yima;Jia Zheng;21.0
Shi Taijun;Xing Xiuyan;21.0
Jia Tanchun;Jia Zheng;21.0
Zhou Ruijiade;Ping Er;21.0
Li Wan;Jia Zheng;21.0
Qing Wen;Wang Xifeng;21.0
Xue Yima;Jia Yingchun;21.0
Liu Laolao;Ping Er;21.0
Xue Baochai;Jia Lan;21.0
Jia She;Yuan Yang;21.0
Cai Yun;Wang Furen;21.0
Miao Yu;Jia Baoyu;21.0
Li Wan;Xing Xiuyan;20.0
Xue Yima;Jia Tanchun;20.0
Lin Daiyu;Ying Er;20.0
Wang Xifeng;Xing Xiuyan;20.0
You Shi;Ping Er;20.0
Shi Taijun;Ying Er;20.0
Liu Laolao;Jia Baoyu;20.0
Zhen Shiyin;Jia Yucun;20.0
Jia Tanchun;Zhao Yiniang;20.0
Shi Xiangyun;Jia Yingchun;20.0
Lin Daiyu;Jia Lan;20.0
Zhou Rui;Jia Lian;20.0
Xue Yima;Xue Baoqin;20.0
Xi Ren;Jia Huan;20.0
Li Gui;Jia Baoyu;20.0
Jia Yuanchun;Jia Lian;20.0
Shi Xiangyun;Yuan Yang;20.0
Li Wan;Jia Zhen;20.0
Jia Baoyu;Jia Qiaojie;19.0
Xue Yima;Jia Zhen;19.0
Jia Qiaojie;Xing Furen;19.0
Shi Taijun;You Erjie;19.0
Xue Baochai;Xing Xiuyan;19.0
You Shi;Jia Tanchun;19.0
Liu Laolao;Zhou Rui;19.0
Liu Laolao;Ban Er;19.0
Xue Baoqin;Xing Xiuyan;19.0
Lin Daiyu;Qiu Wen;19.0
Feng Er;Ping Er;19.0
Cai Yun;Jia Baoyu;19.0
Ping Er;Jia She;18.0
Xue Yima;Xue Ke;18.0
Jia Xichun;Xing Furen;18.0
Shi Xiangyun;Xing Xiuyan;18.0
Jia Tanchun;Jia Huan;18.0
Shi Xiangyun;Xiang Ling;18.0
Lin Daiyu;Jia Zhen;18.0
Liu Laolao;Zhou Ruijiade;17.0
Xi Ren;Jia Xichun;17.0
Zi Juan;Jia Tanchun;17.0
You Shi;Yuan Yang;17.0
Wang Furen;Jin Chuan;17.0
Li Wan;Xiang Ling;17.0
Jia Baoyu;Jin Chuan;17.0
Jia Lan;Jia She;17.0
Jia Tanchun;Xiang Ling;17.0
Liu Wuer;Xi Ren;17.0
Jia Zheng;Lai Da;17.0
Li Wan;Zi Juan;17.0
Shi Taijun;Zhao Yiniang;17.0
Jia Baoyu;Lai Da;17.0
Wang Furen;Xue Baoqin;17.0
Shui Rong;Jia Baoyu;17.0
Xue Baochai;Jia She;17.0
Jia Xichun;Yuan Yang;17.0
Wang Xifeng;Jia Lan;16.0
Jia Qiaojie;Jia Lian;16.0
Ping Er;Zhao Yiniang;16.0
Xue Yima;Jia Xichun;16.0
Shi Xiangyun;Ping Er;16.0
Li Wan;Zhao Yiniang;16.0
Xiao Hong;Jia Baoyu;16.0
Qing Wen;Qiu Wen;16.0
Jia Tanchun;Xing Furen;16.0
Jia Tanchun;Yuan Yang;16.0
Shi Taijun;Cai Yun;16.0
Wang Furen;Ying Er;16.0
Jia Zheng;Jia Yingchun;16.0
Lin Zhixiao;Jia Baoyu;16.0
Shi Taijun;Lai Da;16.0
You Shi;Xue Yima;16.0
Jia Huan;Jia Lian;16.0
Jia Yuanchun;Jia She;16.0
Wang Furen;Wang Ziteng;15.0
Jia Lan;Xing Furen;15.0
Xi Ren;Xing Furen;15.0
Liu Laolao;Xue Yima;15.0
You Shi;Xue Baoqin;15.0
Zhou Rui;Jia Baoyu;15.0
Ping Er;Jia Xichun;15.0
Ping Er;Jia Huan;15.0
Miao Yu;Jia Xichun;15.0
Li Wan;Jia She;15.0
Li Wan;Lin Zhixiao;15.0
Si Er;Jia Baoyu;15.0
Shi Xiangyun;Zi Juan;15.0
Miao Yu;Lin Daiyu;15.0
Ping Er;Qing Wen;15.0
Wang Furen;Lai Da;15.0
Xi Ren;Zhao Yiniang;15.0
Fang Guan;She Yue;15.0
Wang Furen;Qiu Wen;15.0
Shi Taijun;Jia Qiaojie;15.0
Wang Xifeng;She Yue;15.0
Jia Zheng;Jia Yucun;15.0
Lai Wang;Jia Lian;15.0
Shi Xiangyun;Xing Furen;15.0
Qin Keqing;Jia Rong;15.0
Yu Chuan;Jia Baoyu;15.0
Jiang Yuhan;Jia Baoyu;15.0
Wang Furen;Xiang Ling;15.0
Xi Ren;Jia Lan;15.0
Lin Daiyu;Jia Huan;15.0
Xi Ren;Xiang Ling;14.0
Li Mama;Jia Baoyu;14.0
Lin Daiyu;Xue Pan;14.0
Lin Zhixiao;Jia Lian;14.0
Feng Er;Shi Taijun;14.0
Xue Ke;Xue Pan;14.0
Xue Pan;Jia Zheng;14.0
Ying Er;Xue Yima;14.0
Wang Xifeng;Xiang Ling;14.0
Jia Lan;Jia Xichun;14.0
Bao Chan;Xiang Ling;14.0
Lin Daiyu;Jia She;14.0
Xue Pan;Jia Zhen;14.0
Bo Li;Jia Baoyu;14.0
Shui Rong;Jia Zheng;14.0
Shi Taijun;Wang Ziteng;14.0
Wang Ziteng;Wang Xifeng;14.0
You Shi;Xi Ren;14.0
Shi Taijun;Qin Zhong;14.0
Xue Baoqin;Jia Xichun;14.0
Wang Xifeng;Lai Da;14.0
Xue Baochai;Xue Ke;14.0
Liu Wuer;Fang Guan;14.0
Shi Taijun;Xiao Hong;14.0
Li Wan;Jia Rong;13.0
Jia Huan;Jia She;13.0
Shi Taijun;Qin Keqing;13.0
Zhou Ruijiade;Jia Lian;13.0
Jia Qiaojie;Jia Huan;13.0
Xiao Hong;Lin Daiyu;13.0
Wang Xifeng;Xue Yan;13.0
Xue Pan;Xi Ren;13.0
Jia Yun;Xing Furen;13.0
Qiu Wen;Xue Baochai;13.0
Jia Yingchun;Yuan Yang;13.0
Wang Xifeng;Qin Zhong;13.0
Cai Yun;Xue Baochai;13.0
Wang Furen;Jia Yun;13.0
Jia Xichun;Jia Zhen;13.0
Ping Er;Jia Zheng;13.0
Xue Yima;Jia She;13.0
Shi Xiangyun;You Shi;13.0
Xue Baoqin;Xiang Ling;13.0
Si Er;Xi Ren;13.0
Cai Yun;Wang Xifeng;13.0
Ping Er;Lai Wang;13.0
Ban Er;Wang Xifeng;13.0
Jia Xichun;Jia Lian;13.0
Jia Baoyu;Jia Yucun;13.0
Chun Yan;Jia Baoyu;13.0
Xue Baochai;Jia Yuanchun;13.0
Lin Daiyu;Jia Yuanchun;13.0
Xiao Hong;Ping Er;12.0
Lin Daiyu;Fang Guan;12.0
Xue Baochai;Jia Qiaojie;12.0
Ping Er;Qiu Tong;12.0
Qing Wen;Li Wan;12.0
Zhou Rui;Xue Yima;12.0
Li Wan;Lin Zhixiaojiade;12.0
Si Qi;Jia Yingchun;12.0
Xi Ren;Jia She;12.0
Xue Baoqin;Xing Furen;12.0
Jia Xichun;Jia Huan;12.0
Jia Yuanchun;Xing Furen;12.0
Jia Tanchun;Xing Xiuyan;12.0
Wang Xifeng;Jia Rui;12.0
Jia Lian;Jia Qin;12.0
Xue Pan;Jia Lian;12.0
Xue Baoqin;Jia Yingchun;12.0
Shi Taijun;Miao Yu;12.0
Lin Daiyu;Hu Po;12.0
Wang Furen;Xue Ke;12.0
Hu Po;Jia Lian;12.0
Cai Yun;Yuan Yang;12.0
Xiao Hong;Jia Yun;12.0
Zhou Ruijiade;Xue Baochai;12.0
Lin Daiyu;Jia Rong;12.0
Wang Ziteng;Jia Baoyu;12.0
Lin Zhixiaojiade;Wang Xifeng;12.0
Zhou Rui;Xue Baochai;12.0
Ping Er;Xue Yima;12.0
You Shi;Qin Keqing;12.0
You Erjie;You Shi;12.0
Shi Taijun;Zhen Zhu;12.0
Jia Yuanchun;Jia Zhen;12.0
Jia Rong;Jia Rongzhiqi;12.0
Jia Lan;Jia Tanchun;11.0
Wang Xifeng;Ying Er;11.0
Shi Taijun;Fang Guan;11.0
Wang Xifeng;Qiu Tong;11.0
You Shi;Jia Lan;11.0
Wang Xifeng;Xue Pan;11.0
Shi Taijun;Shui Rong;11.0
Liu Laolao;Lin Daiyu;11.0
Cai Yun;Jia Huan;11.0
Shi Xiangyun;Jia Huan;11.0
Qing Wen;Jia Yingchun;11.0
Shi Taijun;Lai Wang;11.0
Zi Juan;Yuan Yang;11.0
Yu Chuan;Wang Furen;11.0
Jia Baoyu;Jia Qiang;11.0
Li Wan;Hu Po;11.0
Zhou Rui;Li Wan;11.0
Li Qi;Jia Baoyu;11.0
Cai Ping;Jia Xichun;11.0
Liu Wuer;She Yue;11.0
Shi Xiangyun;Hu Po;11.0
Fang Guan;Xue Baochai;11.0
You Shi;Jia Yingchun;11.0
Dai Shu;Jia Tanchun;11.0
Jia Qiaojie;Jia Yun;11.0
Jia Lan;Jia Lian;11.0
Li Wan;She Yue;11.0
Xing Furen;Xing Xiuyan;11.0
You Erjie;Ping Er;11.0
Shui Rong;Jia She;11.0
Zhou Ruijiade;Jia Baoyu;11.0
Miao Yu;Xue Baochai;11.0
Dai Shu;Xue Baochai;11.0
Fang Guan;Jia Tanchun;11.0
Shi Taijun;Lin Zhixiaojiade;11.0
Jia Lan;Jia Rong;11.0
Chun Yan;Qing Wen;11.0
Xue Baochai;Xue Yan;11.0
Lin Daiyu;Cui Lv;11.0
Li Wan;Li Qi;11.0
Shi Taijun;Jia Yucun;11.0
Zhou Rui;Lin Daiyu;11.0
Ping Er;Lin Zhixiao;11.0
Zhui Er;Jia Baoyu;11.0
Zhou Ruijiade;Xue Yima;11.0
Li Wen;Li Qi;11.0
Jia Yingchun;Xing Xiuyan;11.0
Zhou Rui;Jia Xichun;10.0
Jia Xichun;Xiang Ling;10.0
Qin Keqing;Jia Zhen;10.0
Jia Tanchun;Jia She;10.0
Jia Yingchun;Xiang Ling;10.0
Ping Er;Jia Yingchun;10.0
Wang Xifeng;Qiu Wen;10.0
Hu Po;Xue Baochai;10.0
Cui Lv;Jia Baoyu;10.0
Liu Jiade;Jia Baoyu;10.0
Xi Ren;Jia Yun;10.0
Shi Taijun;Jin Chuan;10.0
Ping Er;Jia Zhen;10.0
Wang Xifeng;Jin Chuan;10.0
Wang Furen;Jia Qiang;10.0
Li Wan;Li Wen;10.0
Zhou Rui;Ban Er;10.0
Zhen Baoyu;Jia Baoyu;10.0
Zhou Ruijiade;Lin Daiyu;10.0
Jia Tanchun;Jia Lian;10.0
Qiu Wen;Zi Juan;10.0
Li Wen;Lin Daiyu;10.0
Li Mama;Xi Ren;10.0
Jia Yuanchun;Jia Tanchun;10.0
Li Qi;Xue Baochai;10.0
Jia Xichun;Xing Xiuyan;10.0
Bao Chan;Xue Baochai;10.0
Qing Wen;Jia Tanchun;10.0
Hu Po;Xue Yima;10.0
Lin Zhixiao;Jia Tanchun;10.0
Qiu Tong;Jia Lian;10.0
Liu Laolao;Jia Qiaojie;10.0
You Erjie;Jia Zhen;10.0
Jia Xichun;Jia Yun;10.0
Rui Guan;Ou Guan;10.0
Si Qi;Wang Xifeng;10.0
Lin Zhixiaojiade;Jia Tanchun;10.0
Shi Taijun;Xue Ke;10.0
Cui Mo;Jia Baoyu;10.0
Hu Po;Xing Furen;10.0
Shi Xiangyun;Cui Lv;10.0
Shi Xiangyun;Jia Lian;10.0
Bao Chan;Xue Pan;10.0
Xue Baochai;Zhao Yiniang;10.0
Xi Ren;Jia Yingchun;10.0
Zhou Ruijiade;Li Wan;10.0
Ping Er;Jia Rong;10.0
Shi Xiangyun;Jia Lan;10.0
Shi Taijun;Yu Chuan;10.0
Xue Baochai;Jin Chuan;10.0
Fang Guan;Ou Guan;10.0
Xue Baoqin;Xi Ren;10.0
Ping Er;Ying Er;10.0
Jia Zhen;Yuan Yang;10.0
Li Wen;Xing Xiuyan;10.0
Si Er;Qing Wen;10.0
Xue Yima;Jia Huan;10.0
Li Wen;Xue Baochai;10.0
Qin Zhong;Jia Zhen;10.0
Cai Yun;Li Wan;10.0
Shi Taijun;Li Qi;10.0
Jia Xichun;Jia She;10.0
Xue Yima;Xing Xiuyan;10.0
Li Wan;Jia Yuanchun;10.0
Shi Taijun;Bo Li;10.0
Yu Chuan;Wang Xifeng;10.0
Zi Juan;Xue Yima;10.0
Shi Taijun;Jia Rongzhiqi;10.0
Xue Ke;Jia Zheng;9.0
Si Qi;Jia Baoyu;9.0
Liu Laolao;Yuan Yang;9.0
Jiang Yuhan;Xue Pan;9.0
Wang Furen;Xue Yan;9.0
Li Wen;Jia Baoyu;9.0
Wang Ren;Jia Lian;9.0
Lin Daiyu;Jia Yucun;9.0
You Shi;Jia Huan;9.0
Wang Ren;Wang Xifeng;9.0
Xiao Hong;Xue Baochai;9.0
Li Wen;Wang Xifeng;9.0
Jia Zheng;She Yue;9.0
Xue Yima;Jia Yuanchun;9.0
Xi Ren;Jia Zhen;9.0
Hu Po;Jia Xichun;9.0
Shi Taijun;Li Wen;9.0
Lin Daiyu;Wang Ziteng;9.0
Si Qi;Jia Tanchun;9.0
Cai Xia;Wang Xifeng;9.0
Cai Xia;Wang Furen;9.0
Jia Huan;Jia Zhen;9.0
Zhen Zhu;Jia Baoyu;9.0
Ping Er;Fang Guan;9.0
Jia Zheng;Zhao Yiniang;9.0
Liu Jiade;Fang Guan;9.0
Bao Chan;Xue Yima;9.0
Ping Er;Xiang Ling;9.0
Lin Zhixiao;Jia Zheng;9.0
Li Qi;Lin Daiyu;9.0
Feng Er;Jia Lian;9.0
Shi Xiangyun;Li Wen;9.0
Zhou Rui;Xi Ren;9.0
Jia Zhen;Jia Yingchun;9.0
Jia Zheng;Jia Yun;9.0
Zhou Rui;Jia Zhen;9.0
Wang Ziteng;Jia Zheng;9.0
Xue Baoqin;Xue Ke;9.0
Liu Laolao;Li Wan;9.0
Liu Wuer;Wang Xifeng;9.0
Jia Huan;Yuan Yang;9.0
Lin Zhixiaojiade;Jia Baoyu;9.0
Chun Yan;Xi Ren;9.0
Qing Wen;Liu Wuer;9.0
Chun Yan;Fang Guan;9.0
Jia Rong;Yuan Yang;9.0
Lin Daiyu;Zhao Yiniang;9.0
Jia Zhen;Jia Rongzhiqi;9.0
Liu Laolao;Xue Baochai;9.0
Ping Er;Jia Yun;9.0
Ping Er;She Yue;9.0
Lin Daiyu;Jin Chuan;9.0
Xi Ren;Jin Chuan;9.0
Jia Yuanchun;Jia Huan;9.0
Jia Jing;Jia Zhen;9.0
Wang Xifeng;Fang Guan;9.0
Lai Da;Xing Furen;9.0
Zi Juan;Cui Lv;9.0
Si Er;Fang Guan;9.0
Jia Lan;Yuan Yang;9.0
Shi Taijun;Li Gui;9.0
Lai Wang;Wang Furen;9.0
Jia Zheng;Jia Qin;9.0
Fang Guan;Rui Guan;9.0
Ping Er;Cai Yun;9.0
Lin Zhixiao;Wang Furen;9.0
Wang Ziteng;Xue Baochai;9.0
Feng Er;Wang Furen;9.0
Jia Qiaojie;Jia She;9.0
Jia She;Lai Da;9.0
Xue Baochai;Jia Rong;9.0
Wang Furen;Xing Xiuyan;9.0
Wang Ziteng;Jia Lian;9.0
Jia Lian;Jia Qiang;9.0
Yun Er;Jia Baoyu;9.0
You Shi;Jia Rongzhiqi;9.0
Shui Rong;Jia Zhen;8.0
Li Wan;Xue Pan;8.0
Zhou Yiniang;Zhao Yiniang;8.0
Ni Er;Jia Yun;8.0
Jia Tanchun;Jia Zhen;8.0
Jia Baoyu;Jia Rui;8.0
Jia Huan;Jia Yingchun;8.0
Wang Furen;Fang Guan;8.0
Wang Ren;Jia Yun;8.0
You Shi;Hu Po;8.0
Shi Taijun;Liu Wuer;8.0
Jia Lian;Jia Yingchun;8.0
Wang Xifeng;Jia Qiang;8.0
Wang Shanbaojiade;Wang Xifeng;8.0
Jia She;Jia Yingchun;8.0
Ping Er;Lin Zhixiaojiade;8.0
Shi Taijun;Cai Xia;8.0
Cai Yun;Xi Ren;8.0
Jia Qin;Lai Da;8.0
Bao Chan;Xue Ke;8.0
Ping Er;Xue Baoqin;8.0
Jia Xichun;Jia Rong;8.0
Cai Xia;Jia Baoyu;8.0
Liu Laolao;Jia Lian;8.0
You Shi;Lin Zhixiao;8.0
Jia Yun;Jia Qiang;8.0
Ping Er;Hu Po;8.0
Zi Juan;Jia Zheng;8.0
Li Wan;Su Yun;8.0
Xue Ke;Jia Baoyu;8.0
Jia Zhen;Lai Da;8.0
Li Qi;Xing Xiuyan;8.0
Xue Yima;Lai Da;8.0
Wang Shanbaojiade;Wang Furen;8.0
Pei Feng;You Shi;8.0
Li Qi;Wang Xifeng;8.0
Lin Zhixiao;Jia Yun;8.0
Liu Xianglian;Xue Pan;8.0
Shi Taijun;Li Mama;8.0
Li Wan;Xue Ke;8.0
Liu Wuer;Xue Baochai;8.0
Zhou Ruijiade;Ban Er;8.0
Qing Wen;Jia Zheng;8.0
Shi Xiangyun;Li Qi;8.0
Ou Guan;Jia Baoyu;8.0
Si Qi;Xue Baochai;8.0
Qing Wen;Xiang Ling;8.0
Liu Wuer;Liu Jiade;8.0
Yun Er;Xue Pan;8.0
